run_name,run_id,data_version,threshold_fix_applied,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col
acled_sub_text_all_1_4,61a7c6facd67414184cc91a6dadcea73,acled_sub_text_all,False,False,False,True,False,False,1,4,sub_event_type,0.0103,796,0.3174,0.3056,1.0000,0.4681,0.2599,0.2245,1.0000,0.3667,0.6,1,1,1,3,0,0.1,1,0.6,0.8,1,4,sub_event_type
acled_sub_text_all_pca_1_5,4de4f02e44e74f138b2cd7a32fa91b22,acled_sub_text_all,False,False,False,True,False,True,1,5,sub_event_type,0.0283,78,0.3303,0.3056,1.0000,0.4681,0.2640,0.2245,1.0000,0.3667,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,1,5,sub_event_type
acled_sub_text_all_1_5,3fc1374ea35b4bbf842e9c4c107a2acb,acled_sub_text_all,False,False,False,True,False,False,1,5,sub_event_type,0.0409,796,0.3109,0.3056,1.0000,0.4681,0.2812,0.2245,1.0000,0.3667,0.8,10,1,5,7,1,0.1,3,1.0,1.0,1,5,sub_event_type
acled_event_text_conflict_pca_1_4,d521bf168c2c466fbdc54a78bec948d7,acled_event_text_conflict,False,False,False,True,True,True,1,4,event_type,0.3423,34,0.3480,0.3417,0.6212,0.4409,0.3309,0.2660,0.5567,0.3600,0.6,5,2,1,5,1,0.05,1,0.6,0.6,1,4,event_type
acled_event_text_conflict_1_4,c532ab19d86b4285afde32479c5a829b,acled_event_text_conflict,False,False,False,True,True,False,1,4,event_type,0.4025,778,0.3811,0.3267,1.0000,0.4925,0.2972,0.2326,1.0000,0.3774,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1,4,event_type
acled_event_text_conflict_pca_1_5,1c7099f0185940f29d5d2a2e1007e504,acled_event_text_conflict,False,False,False,True,True,True,1,5,event_type,0.2702,34,0.3270,0.3450,0.8939,0.4979,0.2934,0.2665,0.9175,0.4130,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,1,5,event_type
acled_event_text_conflict_1_5,965243fe49a44abca70f0db28b9d615a,acled_event_text_conflict,False,False,False,True,True,False,1,5,event_type,0.3490,778,0.3544,0.3750,0.5000,0.4286,0.2733,0.2857,0.3299,0.3062,0.8,10,1,5,7,1,0.1,3,0.6,0.8,1,5,event_type
acled_event_text_all_pca_1_4,43c6197a0c0d4488a91e98553d0dc65c,acled_event_text_all,False,False,False,True,False,True,1,4,event_type,0.1362,60,0.2941,0.3070,1.0000,0.4698,0.2864,0.2266,1.0000,0.3695,0.6,5,1,5,7,1,0.05,0,0.6,0.6,1,4,event_type
acled_event_text_all_1_4,a3a462222c62457d9711c9caad692844,acled_event_text_all,False,False,False,True,False,False,1,4,event_type,0.2418,778,0.3266,0.3037,0.9848,0.4643,0.2704,0.2256,1.0000,0.3681,1.0,1,0,5,7,5,0.01,0,0.6,1.0,1,4,event_type
acled_event_text_all_pca_1_5,fefc9530393344e08e5dc5a9a1e4d1e1,acled_event_text_all,False,False,False,True,False,True,1,5,event_type,0.1321,60,0.2785,0.3005,0.9697,0.4588,0.2887,0.2266,1.0000,0.3695,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,5,event_type
acled_event_text_all_1_5,9b66f4c421ce419a952142253243fc71,acled_event_text_all,False,False,False,True,False,False,1,5,event_type,0.1131,778,0.2831,0.2990,0.9242,0.4519,0.2759,0.2370,0.9897,0.3825,0.6,1,2,5,3,0,0.1,3,1.0,0.8,1,5,event_type
acled_sub_0.25_4,95f620d7bba84673bd7d57ab1aeda2b4,acled_sub,False,False,False,False,False,False,0.25,4,sub_event_type,0.2727,27,0.4002,0.4213,1.0000,0.5928,0.4135,0.3704,1.0000,0.5405,1.0,1,1,5,5,5,0.01,0,1.0,1.0,0.25,4,sub_event_type
acled_sub_0.25_5,069605328ca24692a8428f3d80efede6,acled_sub,False,False,False,False,False,False,0.25,5,sub_event_type,0.1760,27,0.4293,0.4213,1.0000,0.5928,0.4190,0.3721,1.0000,0.5424,0.8,1,1,3,3,1,0.1,3,1.0,0.6,0.25,5,sub_event_type
acled_event_0.25_4,33d5c5ab704a438398bec4efa84b1885,acled_event,False,False,False,False,False,False,0.25,4,event_type,0.3765,9,0.4156,0.4011,0.8022,0.5348,0.4180,0.3565,0.7063,0.4738,1.0,5,0,1,7,5,0.1,3,0.6,0.6,0.25,4,event_type
acled_event_0.25_5,53e9fd46c283488e9adce17ac73e01bc,acled_event,False,False,False,False,False,False,0.25,5,event_type,0.0631,9,0.4064,0.4213,1.0000,0.5928,0.4273,0.3704,1.0000,0.5405,1.0,1,0.1,3,3,0,0.05,0,0.8,0.8,0.25,5,event_type
acled_sub_0.5_4,ebb33c9eb2a8404c99f1b7f31f5baa7a,acled_sub,False,False,False,False,False,False,0.5,4,sub_event_type,0.2418,27,0.4019,0.3704,1.0000,0.5405,0.3892,0.3287,1.0000,0.4947,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.5,4,sub_event_type
acled_sub_0.5_5,9632502c06534f0cb8c5b1848a82b78b,acled_sub,False,False,False,False,False,False,0.5,5,sub_event_type,0.3480,27,0.3748,0.3467,0.6500,0.4522,0.3771,0.3675,0.6099,0.4587,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,5,sub_event_type
acled_event_0.5_4,f6d220dbc8784c359c3a83696a34aa3f,acled_event,False,False,False,False,False,False,0.5,4,event_type,0.2850,9,0.3486,0.3738,1.0000,0.5442,0.4139,0.3318,1.0000,0.4982,0.6,5,2,1,7,5,0.03,3,0.8,1.0,0.5,4,event_type
acled_event_0.5_5,92d48474974a46268248e3172f4c74b6,acled_event,False,False,False,False,False,False,0.5,5,event_type,0.2637,9,0.3777,0.3543,0.7750,0.4863,0.4135,0.3677,0.8085,0.5055,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.5,5,event_type
acled_sub_1_4,f0b11d3ae4d34325be89df96ee93095c,acled_sub,False,False,False,False,False,False,1,4,sub_event_type,0.4925,27,0.3334,0.2941,0.3030,0.2985,0.3433,0.3874,0.4433,0.4135,0.6,5,2,5,5,0,0.1,5,0.6,1.0,1,4,sub_event_type
acled_sub_1_5,d47bacd815f7448db6a467b46077672c,acled_sub,False,False,False,False,False,False,1,5,sub_event_type,0.4295,27,0.3334,0.3438,0.5000,0.4074,0.3433,0.3193,0.5464,0.4030,0.6,5,2,5,5,0,0.1,5,0.6,1.0,1,5,sub_event_type
acled_event_1_4,ffa363b69d1845ff93effdef1142d9a8,acled_event,False,False,False,False,False,False,1,4,event_type,0.4176,9,0.3167,0.2975,0.5455,0.3850,0.3793,0.2990,0.5979,0.3986,0.6,1,0,3,5,5,0.03,5,0.8,0.8,1,4,event_type
acled_event_1_5,efa9f5118cfe4971b82ab34303aa7a94,acled_event,False,False,False,False,False,False,1,5,event_type,0.4217,9,0.3316,0.3101,0.6061,0.4103,0.3803,0.2900,0.5979,0.3906,0.6,10,1,3,7,1,0.05,5,0.6,1.0,1,5,event_type
