run_folder,run_name,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,food,rain,text,conflict_text,pca,k,n
8011fd8a346d42f098e02e2147c205f2,acled_sub_text_conflict_pca_0.5_5,0.1493,53,0.4247,0.3632,0.9625,0.5274,0.3817,0.3869,0.939,0.548,False,False,True,True,True,0.5,5
b00bf202797e4564bb16507c6b43212d,acled_sub_text_conflict_0.5_5,0.0941,797,0.3744,0.3704,1.0,0.5405,0.382,0.3796,1.0,0.5503,False,False,True,True,False,0.5,5
b49c2ba52afd43e8b6ce3c138742fd85,acled_sub_text_all_pca_0.5_4,0.3385,72,0.3827,0.3717,0.8875,0.524,0.4044,0.3859,0.8659,0.5338,False,False,True,False,True,0.5,4
c47ef019c6804e76a88f146f126f66c9,acled_sub_text_all_0.5_4,0.3312,797,0.3739,0.3704,1.0,0.5405,0.3744,0.3796,1.0,0.5503,False,False,True,False,False,0.5,4
b59826303df641508a5f4c3a91463476,acled_sub_text_all_pca_0.5_5,0.0281,72,0.3607,0.3674,0.9875,0.5356,0.394,0.3857,0.9878,0.5548,False,False,True,False,True,0.5,5
ede29a11715a4490aea882b9931e965a,acled_sub_text_all_0.5_5,0.0897,797,0.3516,0.3704,1.0,0.5405,0.4206,0.3796,1.0,0.5503,False,False,True,False,False,0.5,5
d41b9ac7895b4a539f6a5ea03e084d9f,acled_event_text_conflict_pca_0.5_4,0.3041,35,0.3866,0.3984,0.6375,0.4904,0.4365,0.4343,0.5244,0.4751,False,False,True,True,True,0.5,4
54321367941a43c39a4ed2714da13652,acled_event_text_conflict_0.5_4,0.2109,779,0.4079,0.3704,1.0,0.5405,0.3801,0.3796,1.0,0.5503,False,False,True,True,False,0.5,4
1616018e85cf4e1f8f8c02d5f27cdc7f,acled_event_text_conflict_pca_0.5_5,0.2713,35,0.3775,0.3704,1.0,0.5405,0.422,0.3923,1.0,0.5636,False,False,True,True,True,0.5,5
dd460a992255453a952e090d3688202e,acled_event_text_conflict_0.5_5,0.328,779,0.4277,0.3704,1.0,0.5405,0.3678,0.3796,1.0,0.5503,False,False,True,True,False,0.5,5
8ad45e4c967b4d52ba68aecabd463617,acled_event_text_all_pca_0.5_4,0.3275,54,0.3762,0.3704,1.0,0.5405,0.4068,0.3796,1.0,0.5503,False,False,True,False,True,0.5,4
4c9ad7035a554404b7019acb8076f35f,acled_event_text_all_0.5_4,0.3825,779,0.3633,0.3721,1.0,0.5424,0.404,0.3796,1.0,0.5503,False,False,True,False,False,0.5,4
67f2036e40fd4e82ade40b13665b7b44,acled_event_text_all_pca_0.5_5,0.1284,54,0.3436,0.3704,1.0,0.5405,0.4239,0.3821,0.9878,0.551,False,False,True,False,True,0.5,5
e3ab76324a2e44219a715227d65eb82f,acled_event_text_all_0.5_5,0.1765,779,0.3502,0.3704,1.0,0.5405,0.3952,0.3796,1.0,0.5503,False,False,True,False,False,0.5,5
01dfc6ea6dff426db0e5fb7319ac434e,acled_sub_text_conflict_pca_0.75_4,0.3681,53,0.3889,0.3933,0.4667,0.4268,0.3488,0.4079,0.4559,0.4306,False,False,True,True,True,0.75,4
ec0e8d5eb69947ba8ba8d5f5e0dbc2db,acled_sub_text_conflict_0.75_4,0.3962,797,0.3862,0.377,0.92,0.5349,0.3829,0.3266,0.9559,0.4869,False,False,True,True,False,0.75,4
e8e3b4091a6d4e1697bba7d790677046,acled_sub_text_conflict_pca_0.75_5,0.4279,53,0.4168,0.3725,0.5067,0.4294,0.4135,0.4021,0.5735,0.4727,False,False,True,True,True,0.75,5
5a1dbda05d334ed9b03ace95a8b77356,acled_sub_text_conflict_0.75_5,0.388,797,0.4369,0.3472,1.0,0.5155,0.3333,0.3148,1.0,0.4789,False,False,True,True,False,0.75,5
a2204d168a754eb79caffc4f26cc3fe8,acled_sub_text_all_pca_0.75_4,0.2833,72,0.4382,0.3556,0.8533,0.502,0.3458,0.3219,0.6912,0.4393,False,False,True,False,True,0.75,4
6d3c71e4d4a84c96a60d4fda1511eed0,acled_sub_text_all_0.75_4,0.3052,797,0.3358,0.3526,0.8133,0.4919,0.3707,0.35,0.8235,0.4912,False,False,True,False,False,0.75,4
1d54906c453b4199adc7b6dd05a8fe95,acled_sub_text_all_pca_0.75_5,0.0484,72,0.4436,0.3448,0.9333,0.5036,0.3957,0.3039,0.8088,0.4418,False,False,True,False,True,0.75,5
b2ef6379e89f4955985bcadacab212fe,acled_sub_text_all_0.75_5,0.0429,797,0.4048,0.3472,1.0,0.5155,0.3851,0.3148,1.0,0.4789,False,False,True,False,False,0.75,5
908ab10e7eb94de39bb35b6d3a15a34a,acled_event_text_conflict_pca_0.75_4,0.4507,35,0.4211,0.396,0.7867,0.5268,0.4074,0.3521,0.7353,0.4762,False,False,True,True,True,0.75,4
6c93d31e237e4dcaa65c7f89ccd776a0,acled_event_text_conflict_0.75_4,0.4026,779,0.4144,0.3922,0.5333,0.452,0.3571,0.3182,0.3088,0.3134,False,False,True,True,False,0.75,4
e8055bca5aa24348a92c6684ee8f9256,acled_event_text_conflict_pca_0.75_5,0.1753,35,0.3839,0.3333,0.84,0.4773,0.4002,0.3196,0.9118,0.4733,False,False,True,True,True,0.75,5
4d1714e2b197412ba450c2312382c22f,acled_event_text_conflict_0.75_5,0.3694,779,0.4024,0.3472,1.0,0.5155,0.3655,0.3148,1.0,0.4789,False,False,True,True,False,0.75,5
8a90174dd3d14df2b537f63ec7ed3114,acled_event_text_all_pca_0.75_4,0.1716,54,0.3579,0.3524,0.9867,0.5193,0.3748,0.3048,0.8382,0.4471,False,False,True,False,True,0.75,4
501557d98e3d4e55bed8093ca7edca3e,acled_event_text_all_0.75_4,0.3276,779,0.327,0.3438,0.7333,0.4681,0.3693,0.3462,0.7941,0.4821,False,False,True,False,False,0.75,4
3e21b33df25c488a93ce1a8c592c6bbe,acled_event_text_all_pca_0.75_5,0.1182,54,0.4158,0.3443,0.84,0.4884,0.4027,0.3133,0.6912,0.4312,False,False,True,False,True,0.75,5
ea82e323658b449cae99aae86b8c66d9,acled_event_text_all_0.75_5,0.0753,779,0.3317,0.3472,1.0,0.5155,0.4043,0.3148,1.0,0.4789,False,False,True,False,False,0.75,5
53b4f2e95beb4917a9033b3d124f11a8,acled_sub_text_conflict_pca_1_4,0.4241,53,0.3879,0.3294,0.8485,0.4746,0.408,0.2733,0.8103,0.4087,False,False,True,True,True,1.0,4
218ec0a36d9f4747a30315e9c25e95eb,acled_sub_text_conflict_1_4,0.407,797,0.3778,0.3007,0.697,0.4201,0.3552,0.3089,0.6552,0.4199,False,False,True,True,False,1.0,4
6aafb55c489d49c6bb47b864ac52fa86,acled_sub_text_conflict_pca_1_5,0.0407,53,0.366,0.3099,1.0,0.4731,0.3676,0.271,1.0,0.4265,False,False,True,True,True,1.0,5
958c23e7cabb4563b491f623ba861f97,acled_sub_text_conflict_1_5,0.0314,797,0.3523,0.3056,1.0,0.4681,0.3568,0.2685,1.0,0.4234,False,False,True,True,False,1.0,5
772c2e089dfb41e99b89273eb21f2e3b,acled_sub_text_all_pca_1_4,0.3513,72,0.3652,0.32,0.6061,0.4188,0.4004,0.3617,0.5862,0.4474,False,False,True,False,True,1.0,4
0f263101cb9d4b52a38508a4068e0812,acled_sub_text_all_1_4,0.0658,797,0.3196,0.3092,0.9697,0.4689,0.3345,0.27,0.931,0.4186,False,False,True,False,False,1.0,4
78d2faacf57e40d0a6a84f4912467cb8,acled_sub_text_all_pca_1_5,0.2946,72,0.3809,0.2994,0.803,0.4362,0.3874,0.3121,0.7586,0.4422,False,False,True,False,True,1.0,5
2b3b9983cd5a427da1b0bac2323fc8ff,acled_sub_text_all_1_5,0.1482,797,0.3016,0.3056,1.0,0.4681,0.3952,0.2685,1.0,0.4234,False,False,True,False,False,1.0,5
c9a07063c26a4a5b945bd730754e797f,acled_event_text_conflict_pca_1_4,0.3938,35,0.3557,0.2981,0.7273,0.4229,0.3919,0.3106,0.7069,0.4316,False,False,True,True,True,1.0,4
d463f6259ead44b6a62efa8fc93bf57e,acled_event_text_conflict_1_4,0.3935,779,0.3659,0.3077,0.9697,0.4672,0.347,0.2705,0.9655,0.4226,False,False,True,True,False,1.0,4
aef9737b66e14cf0a0afd103ad4d95a5,acled_event_text_conflict_pca_1_5,0.3586,35,0.3575,0.3128,1.0,0.4765,0.378,0.2723,1.0,0.428,False,False,True,True,True,1.0,5
c2d735bb35484dd3a26df220cbe833f6,acled_event_text_conflict_1_5,0.3523,779,0.3968,0.3056,1.0,0.4681,0.3493,0.2685,1.0,0.4234,False,False,True,True,False,1.0,5
b2ac711e76004e1b9a90cf14661686fa,acled_event_text_all_pca_1_4,0.3706,54,0.3101,0.3022,0.6364,0.4098,0.3839,0.2957,0.5862,0.3931,False,False,True,False,True,1.0,4
b713718f4a6d4f07aba4c3fc4f44c9e1,acled_event_text_all_1_4,0.0134,779,0.3518,0.3056,1.0,0.4681,0.3569,0.2685,1.0,0.4234,False,False,True,False,False,1.0,4
e479ed61cde940f7ba742f0faf97fda6,acled_event_text_all_pca_1_5,0.3701,54,0.3325,0.2938,0.7121,0.4159,0.3799,0.3071,0.6724,0.4216,False,False,True,False,True,1.0,5
43212170ca124ed6883f1436380c8aff,acled_event_text_all_1_5,0.1445,779,0.3054,0.3056,1.0,0.4681,0.3908,0.2685,1.0,0.4234,False,False,True,False,False,1.0,5
e7c05e3d23694026a53b47bb3274684c,acled_sub_0.25_4,0.2727,28,0.4234,0.4213,1.0,0.5928,0.4745,0.4259,1.0,0.5974,False,False,False,False,False,0.25,4
a7e02ad23aa841fd9932005114822fe2,acled_sub_0.25_5,0.4129,28,0.4464,0.4213,1.0,0.5928,0.4593,0.4259,1.0,0.5974,False,False,False,False,False,0.25,5
239b6bb3509e4d94baeb92c429f76108,acled_event_0.25_4,0.2725,10,0.3802,0.4106,0.9341,0.5705,0.4551,0.4258,0.9674,0.5914,False,False,False,False,False,0.25,4
2c4388142e404e88a929184cb47a2b84,acled_event_0.25_5,0.1702,10,0.3936,0.4213,1.0,0.5928,0.4726,0.4279,1.0,0.5993,False,False,False,False,False,0.25,5
923452a584e34ed2a30ddc80765ce0da,acled_sub_0.5_4,0.3598,28,0.3836,0.3704,1.0,0.5405,0.4146,0.3796,1.0,0.5503,False,False,False,False,False,0.5,4
084d1f6af1344e778552db5f3860598d,acled_sub_0.5_5,0.2513,28,0.3748,0.3494,0.725,0.4715,0.3986,0.4241,0.8171,0.5583,False,False,False,False,False,0.5,5
32f3d59ff3ac4642b920a24b83675586,acled_event_0.5_4,0.2838,10,0.3654,0.3656,0.85,0.5113,0.428,0.4171,0.8902,0.5681,False,False,False,False,False,0.5,4
86abfce2d47442b8aac6e1f026ea1838,acled_event_0.5_5,0.0505,10,0.3661,0.3704,1.0,0.5405,0.434,0.3796,1.0,0.5503,False,False,False,False,False,0.5,5
0f4417883ef248b2b6f0f9298e998173,acled_sub_0.75_4,0.4238,28,0.3915,0.3964,0.5867,0.4731,0.3856,0.3654,0.5588,0.4419,False,False,False,False,False,0.75,4
1b5f04b598394a1a944802e862aba56d,acled_sub_0.75_5,0.3296,28,0.4188,0.3597,0.6667,0.4673,0.3669,0.3759,0.7794,0.5072,False,False,False,False,False,0.75,5
4561f9b9145c4135ab30db950183993d,acled_event_0.75_4,0.4034,10,0.3691,0.3846,0.6667,0.4878,0.3974,0.3423,0.5588,0.4246,False,False,False,False,False,0.75,4
a53ae4e3a93543e99f102ffd4704fa7f,acled_event_0.75_5,0.0521,10,0.3729,0.3472,1.0,0.5155,0.3777,0.3163,1.0,0.4806,False,False,False,False,False,0.75,5
61eccc32fb844c9ba8789f3d41e3313f,acled_sub_1_4,0.4432,28,0.3595,0.3364,0.5455,0.4162,0.3737,0.3571,0.6034,0.4487,False,False,False,False,False,1.0,4
d071ad321b4f44b7b424b28273a7c0b1,acled_sub_1_5,0.4171,28,0.3565,0.3196,0.4697,0.3804,0.3498,0.3434,0.5862,0.4331,False,False,False,False,False,1.0,5
cadfcfe463bb4386b92f94ac0efc10ae,acled_event_1_4,0.4825,10,0.35,0.3235,0.5,0.3929,0.4499,0.3678,0.5517,0.4414,False,False,False,False,False,1.0,4
139f5b9f91724c41817ef3407c56fd5f,acled_event_1_5,0.462,10,0.3461,0.3036,0.5152,0.382,0.4131,0.3267,0.569,0.4151,False,False,False,False,False,1.0,5
